sample_id,name,video_path,pose_path,label_id,label_text,text,gloss,signer_id,recording_id,variant_of,is_canonical,source_size_bytes,split
cosign_08_01055,cosign_08_01055,Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (3).mp4,pose_format/Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_164,08_CHÚNG_TA_NGUYỄN_THẠC_ANH_ (3),,True,9128823,train
cosign_08_01056,cosign_08_01056,Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (4).mp4,pose_format/Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_164,08_CHÚNG_TA_NGUYỄN_THẠC_ANH_ (4),,True,9381282,train
cosign_08_01057,cosign_08_01057,Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (5).mp4,pose_format/Chúng ta/CHÚNG_TA_NGUYỄN_THẠC_ANH_ (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_164,08_CHÚNG_TA_NGUYỄN_THẠC_ANH_ (5),,True,9715527,train
cosign_08_01058,cosign_08_01058,Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_1.mp4,pose_format/Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_1.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_165,08_CHÚNG_TA_NGÔ_TUẤN_ANH_1,,True,6577927,train
cosign_08_01059,cosign_08_01059,Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_2.mp4,pose_format/Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_2.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_165,08_CHÚNG_TA_NGÔ_TUẤN_ANH_2,,True,8147562,train
cosign_08_01060,cosign_08_01060,Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_3.mp4,pose_format/Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_3.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_165,08_CHÚNG_TA_NGÔ_TUẤN_ANH_3,,True,8687955,train
cosign_08_01061,cosign_08_01061,Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_4.mp4,pose_format/Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_4.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_165,08_CHÚNG_TA_NGÔ_TUẤN_ANH_4,,True,8205679,train
cosign_08_01062,cosign_08_01062,Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_5.mp4,pose_format/Chúng ta/CHÚNG_TA_NGÔ_TUẤN_ANH_5.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_165,08_CHÚNG_TA_NGÔ_TUẤN_ANH_5,,True,7349343,train
cosign_08_01063,cosign_08_01063,Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(1).mp4,pose_format/Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_166,08_CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(1),,True,14471024,train
cosign_08_01064,cosign_08_01064,Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(2).mp4,pose_format/Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_166,08_CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(2),,True,13886256,train
cosign_08_01065,cosign_08_01065,Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(3).mp4,pose_format/Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_166,08_CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(3),,True,14835723,train
cosign_08_01066,cosign_08_01066,Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(4).mp4,pose_format/Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_166,08_CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(4),,True,14097111,train
cosign_08_01067,cosign_08_01067,Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(5).mp4,pose_format/Chúng ta/CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_166,08_CHÚNG_TA_PHẠM_ĐÌNH_HẢI_(5),,True,15057550,train
cosign_08_01068,cosign_08_01068,Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (1).mp4,pose_format/Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_167,08_CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (1),,True,8814296,train
cosign_08_01069,cosign_08_01069,Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (2).mp4,pose_format/Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_167,08_CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (2),,True,8447176,train
cosign_08_01070,cosign_08_01070,Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (3).mp4,pose_format/Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_167,08_CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (3),,True,8491482,train
cosign_08_01071,cosign_08_01071,Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (4).mp4,pose_format/Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_167,08_CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (4),,True,8507150,train
cosign_08_01072,cosign_08_01072,Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (5).mp4,pose_format/Chúng ta/CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_167,08_CHÚNG_TA_TRƯƠNG_NGỌC_DIỄM_ (5),,True,7687604,train
cosign_08_01073,cosign_08_01073,Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (1).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_168,08_CHÚNG_TA_TRẦN_TUẤN_MINH (1),,True,8037996,train
cosign_08_01074,cosign_08_01074,Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (2).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_168,08_CHÚNG_TA_TRẦN_TUẤN_MINH (2),,True,9067272,train
cosign_08_01075,cosign_08_01075,Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (3).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_168,08_CHÚNG_TA_TRẦN_TUẤN_MINH (3),,True,8854015,train
cosign_08_01076,cosign_08_01076,Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (4).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_168,08_CHÚNG_TA_TRẦN_TUẤN_MINH (4),,True,8819970,train
cosign_08_01077,cosign_08_01077,Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (5).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_TUẤN_MINH (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_168,08_CHÚNG_TA_TRẦN_TUẤN_MINH (5),,True,9273187,train
cosign_08_01078,cosign_08_01078,Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (1).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_169,08_CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (1),,True,6530376,train
cosign_08_01079,cosign_08_01079,Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (2).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_169,08_CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (2),,True,6954900,train
cosign_08_01080,cosign_08_01080,Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (3).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_169,08_CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (3),,True,7838821,train
cosign_08_01081,cosign_08_01081,Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (4).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_169,08_CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (4),,True,7218642,train
cosign_08_01082,cosign_08_01082,Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (5).mp4,pose_format/Chúng ta/CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_169,08_CHÚNG_TA_TRẦN_ĐỨC_QUÂN_ (5),,True,6843286,train
cosign_08_01083,cosign_08_01083,Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (1).mp4,pose_format/Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_170,08_CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (1),,True,4780519,train
cosign_08_01084,cosign_08_01084,Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (2).mp4,pose_format/Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_170,08_CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (2),,True,4916316,train
cosign_08_01085,cosign_08_01085,Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (3).mp4,pose_format/Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_170,08_CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (3),,True,4977405,train
cosign_08_01086,cosign_08_01086,Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (4).mp4,pose_format/Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_170,08_CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (4),,True,4338966,train
cosign_08_01087,cosign_08_01087,Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (5).mp4,pose_format/Chúng ta/CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_170,08_CHÚNG_TA_TẠ_THỊ_PHƯƠNG_LINH_ (5),,True,4458012,train
cosign_08_01088,cosign_08_01088,Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (1).mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (1).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_171,08_CHÚNG_TA_VŨ_HUY_DU_ (1),,True,6818981,train
cosign_08_01089,cosign_08_01089,Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (2).mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_171,08_CHÚNG_TA_VŨ_HUY_DU_ (2),,True,7072613,train
cosign_08_01090,cosign_08_01090,Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (3).mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_171,08_CHÚNG_TA_VŨ_HUY_DU_ (3),,True,6639847,train
cosign_08_01091,cosign_08_01091,Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (4).mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_171,08_CHÚNG_TA_VŨ_HUY_DU_ (4),,True,5799906,train
cosign_08_01092,cosign_08_01092,Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (5).mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_HUY_DU_ (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_171,08_CHÚNG_TA_VŨ_HUY_DU_ (5),,True,5914817,train
cosign_08_01093,cosign_08_01093,Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_1.mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_1.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_172,08_CHÚNG_TA_VŨ_KẾT_ĐỒNG_1,,True,6882694,train
cosign_08_01094,cosign_08_01094,Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_2.mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_2.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_172,08_CHÚNG_TA_VŨ_KẾT_ĐỒNG_2,,True,8665069,train
cosign_08_01095,cosign_08_01095,Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_3.mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_3.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_172,08_CHÚNG_TA_VŨ_KẾT_ĐỒNG_3,,True,7792606,train
cosign_08_01096,cosign_08_01096,Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_4.mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_4.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_172,08_CHÚNG_TA_VŨ_KẾT_ĐỒNG_4,,True,7821743,train
cosign_08_01097,cosign_08_01097,Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_5.mp4,pose_format/Chúng ta/CHÚNG_TA_VŨ_KẾT_ĐỒNG_5.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_172,08_CHÚNG_TA_VŨ_KẾT_ĐỒNG_5,,True,7650937,train
cosign_08_01098,cosign_08_01098,Chúng ta/Chúng ta_LQM.mp4,pose_format/Chúng ta/Chúng ta_LQM.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_173,08_Chúng ta_LQM,,True,7805452,train
cosign_08_01099,cosign_08_01099,Chúng ta/Chúng ta_LQM (2).mp4,pose_format/Chúng ta/Chúng ta_LQM (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_173,08_Chúng ta_LQM (2),,True,10447395,train
cosign_08_01100,cosign_08_01100,Chúng ta/Chúng ta_LQM (3).mp4,pose_format/Chúng ta/Chúng ta_LQM (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_173,08_Chúng ta_LQM (3),,True,10452005,train
cosign_08_01101,cosign_08_01101,Chúng ta/Chúng ta_LQM (4).mp4,pose_format/Chúng ta/Chúng ta_LQM (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_173,08_Chúng ta_LQM (4),,True,9294031,train
cosign_08_01102,cosign_08_01102,Chúng ta/Chúng ta_LQM (5).mp4,pose_format/Chúng ta/Chúng ta_LQM (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_173,08_Chúng ta_LQM (5),,True,4699451,train
cosign_08_01103,cosign_08_01103,Chúng ta/Chúng ta_MVT.mp4,pose_format/Chúng ta/Chúng ta_MVT.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_174,08_Chúng ta_MVT,,True,9268833,train
cosign_08_01104,cosign_08_01104,Chúng ta/Chúng ta_MVT (2).mp4,pose_format/Chúng ta/Chúng ta_MVT (2).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_174,08_Chúng ta_MVT (2),,True,9763540,train
cosign_08_01105,cosign_08_01105,Chúng ta/Chúng ta_MVT (3).mp4,pose_format/Chúng ta/Chúng ta_MVT (3).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_174,08_Chúng ta_MVT (3),,True,9603701,train
cosign_08_01106,cosign_08_01106,Chúng ta/Chúng ta_MVT (4).mp4,pose_format/Chúng ta/Chúng ta_MVT (4).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_174,08_Chúng ta_MVT (4),,True,9881125,train
cosign_08_01107,cosign_08_01107,Chúng ta/Chúng ta_MVT (5).mp4,pose_format/Chúng ta/Chúng ta_MVT (5).pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_174,08_Chúng ta_MVT (5),,True,10509516,train
cosign_08_01108,cosign_08_01108,Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_cut.avi,pose_format/Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_019,08_Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0,,True,714928,train
cosign_08_01109,cosign_08_01109,Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_frames_35.avi,pose_format/Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_019,08_Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0,08_Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0,False,826082,train
cosign_08_01110,cosign_08_01110,Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_frames_40.avi,pose_format/Chúng ta/Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_019,08_Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0,08_Lê Phương Thảo_12_Chúng ta_1692761076.9132876_0,False,826082,train
cosign_08_01111,cosign_08_01111,Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_cut.avi,pose_format/Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_020,08_Lê Thanh Như_12_Chúng ta_1692760992.6499104_0,,True,1061738,train
cosign_08_01112,cosign_08_01112,Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_frames_35.avi,pose_format/Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_020,08_Lê Thanh Như_12_Chúng ta_1692760992.6499104_0,08_Lê Thanh Như_12_Chúng ta_1692760992.6499104_0,False,1303576,train
cosign_08_01113,cosign_08_01113,Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_frames_40.avi,pose_format/Chúng ta/Lê Thanh Như_12_Chúng ta_1692760992.6499104_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_020,08_Lê Thanh Như_12_Chúng ta_1692760992.6499104_0,08_Lê Thanh Như_12_Chúng ta_1692760992.6499104_0,False,1303576,train
cosign_08_01114,cosign_08_01114,Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_cut.avi,pose_format/Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_021,08_Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0,,True,1416080,train
cosign_08_01115,cosign_08_01115,Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_frames_35.avi,pose_format/Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_021,08_Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0,08_Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0,False,1663144,train
cosign_08_01116,cosign_08_01116,Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_frames_40.avi,pose_format/Chúng ta/Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_021,08_Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0,08_Nguyễn Gia Bảo_10_Chúng ta_1692761452.097184_0,False,1663144,train
cosign_08_01117,cosign_08_01117,Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_cut.avi,pose_format/Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_022,08_Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0,,True,1239858,train
cosign_08_01118,cosign_08_01118,Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_frames_35.avi,pose_format/Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_022,08_Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0,08_Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0,False,1488442,train
cosign_08_01119,cosign_08_01119,Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_frames_40.avi,pose_format/Chúng ta/Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_022,08_Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0,08_Nguyễn Thị Huyền_35_chúng ta_1692838670.979776_0,False,1488442,train
cosign_08_01120,cosign_08_01120,Chúng ta/Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0_frames_35.avi,pose_format/Chúng ta/Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_023,08_Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0,,True,893880,train
cosign_08_01121,cosign_08_01121,Chúng ta/Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0_frames_40.avi,pose_format/Chúng ta/Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_023,08_Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0,08_Nguyễn Thị Hồng_32_Chúng ta_1692931950.847508_0,False,893880,train
cosign_08_01122,cosign_08_01122,Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_cut.avi,pose_format/Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_024,08_Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0,,True,849250,train
cosign_08_01123,cosign_08_01123,Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_frames_35.avi,pose_format/Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_024,08_Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0,08_Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0,False,1090936,train
cosign_08_01124,cosign_08_01124,Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_frames_40.avi,pose_format/Chúng ta/Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_024,08_Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0,08_Nguyễn Thị Mai Anh_39_chúng ta_1693013171.0950837_0,False,1090936,train
cosign_08_01125,cosign_08_01125,Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_cut.avi,pose_format/Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_025,08_Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0,,True,633130,train
cosign_08_01126,cosign_08_01126,Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_frames_35.avi,pose_format/Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_025,08_Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0,08_Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0,False,737218,train
cosign_08_01127,cosign_08_01127,Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_frames_40.avi,pose_format/Chúng ta/Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0_frames_40.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_025,08_Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0,08_Nguyễn Thị Thu Trang_38_Chúng ta_1692773819.7014947_0,False,737218,train
cosign_08_01128,cosign_08_01128,Chúng ta/Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0_cut.avi,pose_format/Chúng ta/Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0_cut.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_066,08_Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0,,True,751974,train
cosign_08_01129,cosign_08_01129,Chúng ta/Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0_frames_35.avi,pose_format/Chúng ta/Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0_frames_35.pkl,8,Chúng ta,Chúng ta,"[""Chúng ta""]",signer_066,08_Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0,08_Phạm Thị Mai Hương_32_Chúng ta_1692773722.2207026_0,False,970782,train
